fabricant;modele;annee;prix;puissance_cumul;couple_cumul;0_100_km_h;vitesse_max;position_moteur_1;puissance_moteur_1;type_moteur_1;couple_moteur_1;position_moteur_2;puissance_moteur_2;type_moteur_2;couple_moteur_2;position_moteur_3;puissance_moteur_3;type_moteur_3;couple_moteur_3;capacite_nominale_brute;capacite_utile_nette;prise_de_charge_AC;prise_de_charge_DC;vitesse_de_charge_AC;vitesse_de_charge_DC;refroidissement;;temps_de_charge_DC_0-80%;temps_de_charge_AC_0-80%_prise_dom;temps_de_charge_AC_0-80%_prise_dom_renforcee;temps_de_charge_AC_0-80%_wallbox;autonomie_electrique_mixte;conso_electrique;pompe_a_chaleur;;motricite;rapports;longueur;empattement;hauteur;largeur;coffre;poids;coffre_avant_arriere;;essieu_avant;essieu_arriere;base_chassis;plateforme;pneus;pneus_arriere
Tesla;Model;2021;66490 €;513 ch;660 Nm;3.2 secondes;233 km/h;Avant;215 ch;A induction (asynchrone);240 Nm;Arrière;298 ch;Aimant permanent + réluctance variable (synchrone);420 Nm;;;;;82 kWh;77 kWh;Type 2;CCS Combo;11 kW;250 kW;Liquide;;26 min. à 250 kW / 36 min. à 120 kW;28h53 à 2.3 kW;22h08 à 3 kW;6h02 à 11 kW;547 km;"<i style=""color:#A5A5A5"">NC</i>";Oui;;4X4;1;4.69 m;2.88 m;1.44 m;1.85 m;545 Litres;1925 kg;50/495 Litres;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";235/35 R 20;
Tesla;Model;2021;64990 €;441 ch;493 Nm;5 secondes;217 km/h;Avant;165 ch;A induction (asynchrone);163 Nm;Arrière;276 ch;Aimant permanent + réluctance variable (synchrone);330 Nm;;;;;82 kWh;77 kWh;Type 2;CCS Combo;11 kW;250 kW;Liquide;;26 min. à 250 kW / 36 min. à 120 kW;28h53 à 2.3 kW;22h08 à 3 kW;6h02 à 11 kW;533 km;"<i style=""color:#A5A5A5"">NC</i>";Oui;;4X4;1;4.75 m;2.89 m;1.62 m;1.92 m;815 Litres;2054 kg;115/700 Litres;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/45 R 19;
Tesla;Model;2021;69990 €;513 ch;660 Nm;3.7 secondes;250 km/h;Avant;215 ch;A induction (asynchrone);240 Nm;Arrière;298 ch;Aimant permanent + réluctance variable (synchrone);420 Nm;;;;;82 kWh;77 kWh;Type 2;CCS Combo;11 kW;250 kW;Liquide;;26 min. à 250 kW / 36 min. à 120 kW;28h53 à 2.3 kW;22h08 à 3 kW;6h02 à 11 kW;514 km;"<i style=""color:#A5A5A5"">NC</i>";Oui;;4X4;1;4.75 m;2.89 m;1.62 m;1.92 m;815 Litres;2078 kg;115/700 Litres;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/35 R 21;275/35 R 21
Audi;E-tron;2019;71900 €;313 ch;540 Nm;6.8 secondes;190 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;156 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;71 kWh;64.7 kWh;Type 2;CCS Combo;11 kW;120 kW;Liquide;;33 min. à 120 kW;25h00 à 2.3 kW;19h10 à 3 kW;5h14 à 11 kW;339 km;21.8 kWh/100km;Oui;;4X4;1;4.901 m;2.928 m;1.629 m;1.935 m;660 Litres;2445 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
Audi;E-tron;2019;74500 €;313 ch;540 Nm;6.8 secondes;190 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;156 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;71 kWh;64.7 kWh;Type 2;CCS Combo;11 kW;120 kW;Liquide;;33 min. à 120 kW;25h00 à 2.3 kW;19h10 à 3 kW;5h14 à 11 kW;346 km;21.4 kWh/100km;Oui;;4X4;1;4.901 m;2.928 m;1.616 m;1.935 m;660 Litres;2445 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
BMW;i4;2021;71650 €;544 ch;795 Nm;3.9 secondes;225 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;83.9 kWh;80.7 kWh;Type 2;CCS Combo;11 kW;205 kW;Liquide;;28 min. à 205 kW / 37 min. à 120 kW;29h35 à 2.3 kW;22h41 à 3 kW;6h11 à 11 kW;520 km;18 kWh/100km;Oui;;4X4;1;4.783 m;2.856 m;1.448 m;1.852 m;470 Litres;2215 kg;;;Macpherson;Multibras;Thermique;CLAR;245/45 R 18;255/45 R 18
Ford;Mustang;2020;78950 €;487 ch;860 Nm;3.7 secondes;180 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;99 kWh;88 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;33 min. à 150 kW / 41 min. à 120 kW;34h52 à 2.3 kW;26h44 à 3 kW;7h17 à 11 kW;500 km;"<i style=""color:#A5A5A5"">NC</i>";En option;;4X4;1;4.713 m;2.98 m;1.597 m;1.881 m;600 Litres;2273 kg;81/519 Litres;;Macpherson;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";245/45 R 20;
Jaguar;I-Pace;2018;79990 €;400 ch;696 Nm;4.8 secondes;200 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;90 kWh;84.7 kWh;Type 2;CCS Combo;11 kW;100 kW;Liquide;;56 min. à 100 kW;31h42 à 2.3 kW;24h18 à 3 kW;6h38 à 11 kW;480 km;21.2 kWh/100km;Oui;;4X4;1;4.682 m;2.99 m;1.565 m;2.011 m;505 Litres;2208 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";235/65 R 18;
Jaguar;I-Pace;2020;70350 €;320 ch;500 Nm;6.4 secondes;180 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;90 kWh;84.7 kWh;Type 2;CCS Combo;11 kW;100 kW;Liquide;;56 min. à 100 kW;31h42 à 2.3 kW;24h18 à 3 kW;6h38 à 11 kW;470 km;"<i style=""color:#A5A5A5"">NC</i>";Oui;;4X4;1;4.682 m;2.99 m;1.565 m;2.011 m;505 Litres;2133 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";235/65 R 18;
Mercedes;EQC;2019;79250 €;408 ch;760 Nm;5.1 secondes;180 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;85 kWh;80 kWh;Type 2;CCS Combo;7.4 kW;110 kW;Liquide;;48 min. à 110 kW;29h56 à 2.3 kW;22h57 à 3 kW;9h18 à 7.4 kW;475 km;19.7 kWh/100km;Oui;;4X4;1;4.761 m;2.873 m;1.623 m;1.884 m;500 Litres;2495 kg;;;Double triangle;Multibras;Thermique;MFA;235/55 R 19;
Mercedes;EQE;2022;75000 €;245 ch;550 Nm;7.3 secondes;210 km/h;Arrière;245 ch;Aimant permanent (synchrone);550 Nm;;;;;;;;;100 kWh;90 kWh;Type 2;CCS Combo;11 kW;22 kW;170 kW;Liquide;29 min. à 170 kW / 41 min. à 120 kW;35h13 à 2.3 kW;27h00 à 3 kW;7h22 à 11 kW;639 km;15.7 kWh/100km;Oui;;Propulsion;1;4.946 m;3.12 m;1.503 m;1.906 m;430 Litres;2385 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/45 R 19;
Mercedes;EQE;2022;78900 €;292 ch;565 Nm;6.4 secondes;210 km/h;Arrière;292 ch;Aimant permanent (synchrone);565 Nm;;;;;;;;;100 kWh;90 kWh;Type 2;CCS Combo;11 kW;22 kW;170 kW;Liquide;29 min. à 170 kW / 41 min. à 120 kW;35h13 à 2.3 kW;27h00 à 3 kW;7h22 à 11 kW;639 km;15.7 kWh/100km;Oui;;Propulsion;1;4.946 m;3.12 m;1.503 m;1.906 m;430 Litres;2385 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/45 R 19;
Mercedes;EQV;2022;74046 €;204 ch;362 Nm;12.1 secondes;160 km/h;Avant;204 ch;Aimant permanent (synchrone);362 Nm;;;;;;;;;100 kWh;90 kWh;Type 2;CCS Combo;11 kW;110 kW;1;;45 min. à 110 kW;35h13 à 2.3 kW;27h00 à 3 kW;7h22 à 11 kW;353 km;28.3 kWh/100km;Oui;;Traction;1;5140 m;3.2 m;1.901 m;1.928 m;1030 Litres;2814 kg;;;Macpherson;Multibras;Thermique;"<i style=""color:#A5A5A5"">NC</i>";245/55 R 17;
Mercedes;EQV;2022;74868 €;204 ch;362 Nm;12.2 secondes;160 km/h;Avant;204 ch;Aimant permanent (synchrone);362 Nm;;;;;;;;;100 kWh;90 kWh;Type 2;CCS Combo;11 kW;110 kW;1;;45 min. à 110 kW;35h13 à 2.3 kW;27h00 à 3 kW;7h22 à 11 kW;351 km;28.5 kWh/100km;Oui;;Traction;1;5.37 m;3.2 m;1.901 m;1.928 m;1410 Litres;2844 kg;;;Macpherson;Multibras;Thermique;"<i style=""color:#A5A5A5"">NC</i>";245/55 R 17;
Audi;E-tron;2020;84200 €;360 ch;664 Nm;5.7 secondes;200 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;190 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;95 kWh;86 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;32 min. à 150 kW / 39 min. à 120 kW;33h27 à 2.3 kW;25h39 à 3 kW;7h00 à 11 kW;437 km;22.3 kWh/100km;Oui;;4X4;1;4.901 m;2.928 m;1.629 m;1.935 m;660 Litres;2555 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
Audi;E-tron;2020;86800 €;360 ch;664 Nm;5.7 secondes;200 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;190 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;95 kWh;86 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;32 min. à 150 kW / 39 min. à 120 kW;33h27 à 2.3 kW;25h39 à 3 kW;7h00 à 11 kW;446 km;21.9 kWh/100km;Oui;;4X4;1;4.901 m;2.928 m;1.616 m;1.935 m;660 Litres;2555 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
BMW;iX;2021;86250 €;326 ch;630 Nm;6.1 secondes;200 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;76.6 kWh;71 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;32 min. à 150 kW / 36 min. à 120 kW;27h07 à 2.3 kW;20h47 à 3 kW;5h40 à 11 kW;425 km;19.4 kWh/100km;Oui;;4X4;1;4.953 m;3 m;1.695 m;1.967 m;500 Litres;2440 kg;;;Double triangle;Multibras;Thermique;CLAR;235/60 R 20;
Audi;E-tron;2021;96600 €;503 ch;973 Nm;4.5 secondes;210 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;129 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;129 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";95 kWh;86 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;32 min. à 150 kW / 39 min. à 120 kW;33h27 à 2.3 kW;25h39 à 3 kW;7h00 à 11 kW;372 km;26.2 kWh/100km;Oui;;4X4;1;4.902 m;2.928 m;1.629 m;1.935 m;660 Litres;2445 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
Audi;E-Tron;2021;101500 €;598 ch;830 Nm;3.3 secondes;250 km/h;Avant;238 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;456 ch;Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;87.3 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;465 km;21 kWh/100km;Oui;;4X4;2;4.989 m;2.9 m;1.414 m;1.964 m;435 Litres;2422 kg;85/350 Litres;;Double triangle;Multibras;Electrique;PPE;245/45 R 20;285/40 R 20
Audi;E-tron;2020;99200 €;503 ch;973 Nm;4.5 secondes;210 km/h;Avant;170 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;129 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;129 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";95 kWh;86 kWh;Type 2;CCS Combo;11 kW;150 kW;Liquide;;32 min. à 150 kW / 39 min. à 120 kW;33h27 à 2.3 kW;25h39 à 3 kW;7h00 à 11 kW;378 km;25.8 kWh/100km;Oui;;4X4;1;4.902 m;2.928 m;1.616 m;1.935 m;660 Litres;2555 kg;60/600 Litres;;Double triangle;Multibras;Thermique;MLB;255/50 R 20;
BMW;iX;2021;110000 €;523 ch;765 Nm;4.6 secondes;200 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;111.5 kWh;105.2 kWh;Type 2;CCS Combo;11 kW;200 kW;Liquide;;28 min. à 200 kW / 46 min. à 120 kW;39h27 à 2.3 kW;30h14 à 3 kW;8h15 à 11 kW;720 km;19.8 kWh/100km;Oui;;4X4;1;4.953 m;3 m;1.695 m;1.967 m;500 Litres;2585 kg;;;Double triangle;Multibras;Thermique;CLAR;235/60 R 20;
Porsche;Taycan;2020;108600 €;435 ch;640 Nm;4 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;79.2 kWh;71 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;25 min. à 270 kW / 35 min. à 120 kW;27h49 à 2.3 kW;21h20 à 3 kW;2h55 à 22 kW;407 km;24.6 kWh/100km;Oui;;4X4;2;4.963 m;2.9 m;1.379 m;1.966 m;488 Litres;2215 kg;81/407 Litres;;Double triangle;Multibras;Electrique;PPE;225/45 R 19;275/45 R 19
Porsche;Taycan;2020;115200 €;490 ch;650 Nm;4 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;463 km;25.6 kWh/100km;Oui;;4X4;2;4.963 m;2.9 m;1.379 m;1.966 m;488 Litres;2295 kg;81/407 Litres;;Double triangle;Multibras;Electrique;PPE;225/45 R 19;275/45 R 19
Porsche;Taycan;2021;96454 €;380 ch;500 Nm;5.1 secondes;220 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;456 km;28.1 kWh/100km;Oui;;4X4;2;4.974 m;2.9 m;1.41 m;1.967 m;530 Litres;2320 kg;84/446 Litres;;Double triangle;Multibras;Electrique;PPE;225/45 R 19;275/45 R 19
Porsche;Taycan;2021;114800 €;490 ch;650 Nm;4.1 secondes;240 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;452 km;28.1 kWh/100km;Oui;;4X4;2;4.974 m;2.9 m;1.41 m;1.967 m;530 Litres;2320 kg;84/446 Litres;;Double triangle;Multibras;Electrique;PPE;225/45 R 19;275/45 R 19
Tesla;Model;2018;99990 €;520 ch;660 Nm;4.4 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent + réluctance variable (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;98 kWh;93 kWh;Type 2;Type 2;22 kW;200 kW;Liquide;;31 min. à 200 kW / 42 min. à 120 kW;34h31 à 2.3 kW;26h28 à 3 kW;3h36 à 22 kW;652 km;"<i style=""color:#A5A5A5"">NC</i>";Oui;;4X4;1;4.98 m;2.96 m;1.44 m;1.96 m;740 Litres;2215 kg;90/650 Litres;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";245/45 R 19;
Tesla;Model;2018;99990 €;760 ch;980 Nm;4.6 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent + réluctance variable (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;98 kWh;93 kWh;Type 2;Type 2;22 kW;200 kW;Liquide;;31 min. à 200 kW / 42 min. à 120 kW;34h31 à 2.3 kW;26h28 à 3 kW;3h36 à 22 kW;507 km;"<i style=""color:#A5A5A5"">NC</i>";Non;;4X4;1;5.04 m;2.97 m;1.68 m;2 m;845 Litres;2535 kg;125/720 Litres;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/45 R 20;
Audi;E-Tron;2021;140700 €;476 ch;630 Nm;4.1 secondes;245 km/h;Avant;238 ch;A induction (asynchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;435 ch;Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;87.3 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;488 km;20.8 kWh/100km;Oui;;4X4;2;4.989 m;2.9 m;1.414 m;1.964 m;490 Litres;2276 kg;85/405 Litres;;Double triangle;Multibras;Electrique;PPE;225/45 R 19;275/45 R 19
BMW;iX;2021;132000 €;540 ch;1100 Nm;3.8 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";A excitation (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;111.5 kWh;105.2 kWh;Type 2;CCS Combo;11 kW;200 kW;Liquide;;28 min. à 200 kW / 46 min. à 120 kW;39h27 à 2.3 kW;30h14 à 3 kW;8h15 à 11 kW;720 km;19.8 kWh/100km;Oui;;4X4;1;4.953 m;3 m;1.695 m;1.967 m;500 Litres;2659 kg;;;Double triangle;Multibras;Thermique;CLAR;235/60 R 20;
Mercedes;EQS;2021;127250 €;333 ch;565 Nm;6.2 secondes;210 km/h;Arrière;333 ch;Aimant permanent (synchrone);565 Nm;;;;;;;;;120 kWh;107.8 kWh;Type 2;CCS Combo;11 kW;200 kW;Liquide;;30 min. à 200 kW / 50 min. à 120 kW;42h16 à 2.3 kW;32h24 à 3 kW;8h50 à 11 kW;729 km;17 kWh/100km;Oui;;Propulsion;1;5.322 m;3.21 m;1.512 m;1.926 m;610 Litres;2480 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";235/55 R 19 ;
Mercedes;EQS;2021;152800 €;523 ch;855 Nm;4.3 secondes;210 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;120 kWh;107.8 kWh;Type 2;CCS Combo;11 kW;200 kW;Liquide;;30 min. à 200 kW / 50 min. à 120 kW;42h16 à 2.3 kW;32h24 à 3 kW;8h50 à 11 kW;651 km;19.1 kWh/100km;Oui;;4X4;1;5.322 m;3.21 m;1.512 m;1.926 m;610 Litres;2585 kg;;;Double triangle;Multibras;Electrique;"<i style=""color:#A5A5A5"">NC</i>";255/45 R 20 ;
Porsche;Taycan;2020;155500 €;625 ch;850 Nm;3.2 secondes;260 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;450 km;26 kWh/100km;Oui;;4X4;2;4.963 m;2.9 m;1.379 m;1.966 m;447 Litres;2380 kg;81/366 Litres;;Double triangle;Multibras;Electrique;PPE;245/45 R 20;285/40 R 20
Porsche;Taycan;2020;189150 €;625 ch;1050 Nm;2.8 secondes;260 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;412 km;26.9 kWh/100km;Oui;;4X4;2;4.963 m;2.9 m;1.379 m;1.966 m;447 Litres;2370 kg;81/366 Litres;;Double triangle;Multibras;Electrique;PPE;265/35 R 21;305/30 R 21
Porsche;Taycan;2021;157774 €;625 ch;850 Nm;3.3 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;452 km;28.7 kWh/100km;Oui;;4X4;2;4.974 m;2.9 m;1.41 m;1.967 m;489 Litres;2395 kg;84/405 Litres;;Double triangle;Multibras;Electrique;PPE;245/45 R 20;285/40 R 20
Porsche;Taycan;2021;191400 €;625 ch;1050 Nm;2.9 secondes;250 km/h;Avant;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";Arrière;"<i style=""color:#A5A5A5"">NC</i>";Aimant permanent (synchrone);"<i style=""color:#A5A5A5"">NC</i>";;;;;93.4 kWh;83.7 kWh;Type 2;CCS Combo;22 kW;270 kW;Liquide;;29 min. à 270 kW / 41 min. à 120 kW;32h45 à 2.3 kW;25h07 à 3 kW;3h25 à 22 kW;419 km;29.4 kWh/100km;Oui;;4X4;2;4.974 m;2.9 m;1.41 m;1.967 m;489 Litres;2395 kg;84/405 Litres;;Double triangle;Multibras;Electrique;PPE;265/35 R 21;305/30 R 21
